,s1_1,s2_1,s1_2,s2_2,s1_3,s2_3
256,0.0,,1.5415415415415414,1.5425415415415413,0.1841841841841842,0.1851841841841842
257,0.0,,1.5375375375375375,1.5385375375375374,0.16016016016016016,0.16116016016016016
258,0.0,,1.5335335335335336,1.5345335335335335,0.14014014014014015,0.14114014014014015
259,0.0,,1.5295295295295295,1.5305295295295294,0.11611611611611611,0.11711611611611611
260,0.0,,1.5295295295295295,1.5305295295295294,0.0960960960960961,0.0970960960960961
261,0.0,,1.5255255255255256,1.5265255255255255,0.07207207207207207,0.07307207207207207
262,0.0,,1.5215215215215214,1.5225215215215213,0.05205205205205205,0.05305205205205205
263,0.0,,1.5175175175175175,1.5185175175175174,0.03203203203203203,0.03303203203203203
264,0.0,,1.5135135135135136,1.5145135135135135,0.008008008008008008,0.009008008008008009
265,0.0,,1.5095095095095095,1.5105095095095094,0.0,0.001
266,0.0,,1.5055055055055055,1.5065055055055054,0.0,0.001
267,0.0,,1.5055055055055055,1.5065055055055054,0.0,0.001
268,0.0,,1.5015015015015014,1.5025015015015013,0.0,0.001
269,0.0,,1.4974974974974975,1.4984974974974974,0.0,0.001
270,0.0,,1.4934934934934936,1.4944934934934935,0.0,0.001
271,0.0,,1.4894894894894894,1.4904894894894893,0.0,0.001
272,0.0,,1.4854854854854855,1.4864854854854854,0.0,0.001
273,0.0,,1.4814814814814814,1.4824814814814813,0.0,0.001
274,0.0,,1.4814814814814814,1.4824814814814813,0.0,0.001
275,0.0,,1.4774774774774775,1.4784774774774774,0.0,0.001
276,0.0,,1.4734734734734736,1.4744734734734735,0.0,0.001
277,0.0,,1.4694694694694694,1.4704694694694693,0.0,0.001
278,0.0,,1.4654654654654655,1.4664654654654654,0.0,0.001
279,0.0,,1.4614614614614614,1.4624614614614613,0.0,0.001
280,0.0,,1.4614614614614614,1.4624614614614613,0.0,0.001
281,0.0,,1.4574574574574575,1.4584574574574574,0.0,0.001
